"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","CAN","Canada","2016","2016",4.1,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","CAN","Canada","2017","2017",4.3,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","CAN","Canada","2018","2018",4.2,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","CAN","Canada","2019","2019",4.2,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","CAN","Canada","2020","2020",4.5,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","CAN","Canada","2021","2021",4.8,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","CZE","Czechia","2010","2010",6.4,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","CZE","Czechia","2011","2011",6.3,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","CZE","Czechia","2012","2012",6.1,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","CZE","Czechia","2013","2013",6.1,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","CZE","Czechia","2014","2014",6.2,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","CZE","Czechia","2015","2015",5.9,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","CZE","Czechia","2016","2016",6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","CZE","Czechia","2017","2017",5.9,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","CZE","Czechia","2018","2018",5.8,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","CZE","Czechia","2019","2019",5.8,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","CZE","Czechia","2020","2020",6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","CZE","Czechia","2021","2021",6.4,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","CZE","Czechia","2022","2022",5.8,"P","Provisional value"
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","DNK","Denmark","2010","2010",4.2,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","DNK","Denmark","2011","2011",4.1,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","DNK","Denmark","2012","2012",4,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","DNK","Denmark","2013","2013",4.1,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","DNK","Denmark","2014","2014",4.1,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","DNK","Denmark","2015","2015",3.9,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","DNK","Denmark","2016","2016",3.8,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","DNK","Denmark","2017","2017",3.9,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","DNK","Denmark","2018","2018",3.8,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","DNK","Denmark","2019","2019",4,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","DNK","Denmark","2020","2020",3.9,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","DNK","Denmark","2021","2021",3.7,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","DNK","Denmark","2022","2022",3.7,"P","Provisional value"
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","FIN","Finland","2010","2010",6.6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","FIN","Finland","2011","2011",6.5,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","FIN","Finland","2012","2012",6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","FIN","Finland","2013","2013",6.1,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","FIN","Finland","2014","2014",5.7,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","FIN","Finland","2015","2015",5.7,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","FIN","Finland","2016","2016",5.8,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","FIN","Finland","2017","2017",5.6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","FIN","Finland","2018","2018",5.4,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","FIN","Finland","2019","2019",5.5,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","FIN","Finland","2020","2020",5.6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","FIN","Finland","2021","2021",5.3,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","FIN","Finland","2022","2022",5.1,"P","Provisional value"
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","FRA","France","2010","2010",7,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","FRA","France","2011","2011",6.9,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","FRA","France","2012","2012",6.7,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","FRA","France","2013","2013",6.6,"B","Break"
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","FRA","France","2014","2014",6.6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","FRA","France","2015","2015",6.4,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","FRA","France","2016","2016",6.3,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","FRA","France","2017","2017",6.1,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","FRA","France","2018","2018",6.1,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","FRA","France","2019","2019",6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","FRA","France","2020","2020",6.1,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","FRA","France","2021","2021",6.2,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","FRA","France","2022","2022",5.8,"P","Provisional value"
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","DEU","Germany","2010","2010",5,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","DEU","Germany","2011","2011",5.2,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","DEU","Germany","2012","2012",5,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","DEU","Germany","2013","2013",4.9,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","DEU","Germany","2014","2014",4.9,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","DEU","Germany","2015","2015",4.8,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","DEU","Germany","2016","2016",4.9,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","DEU","Germany","2017","2017",4.7,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","DEU","Germany","2018","2018",4.7,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","DEU","Germany","2019","2019",4.7,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","DEU","Germany","2020","2020",4.8,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","DEU","Germany","2021","2021",4.9,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","GRC","Greece","2010","2010",5.3,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","GRC","Greece","2011","2011",5.6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","GRC","Greece","2012","2012",5.4,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","GRC","Greece","2013","2013",5.3,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","GRC","Greece","2014","2014",5.3,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","GRC","Greece","2015","2015",5.2,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","GRC","Greece","2016","2016",5.1,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","GRC","Greece","2017","2017",5.1,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","GRC","Greece","2018","2018",5.1,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","GRC","Greece","2019","2019",5,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","GRC","Greece","2020","2020",5.1,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","GRC","Greece","2021","2021",5.5,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","GRC","Greece","2022","2022",5.2,"P","Provisional value"
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","HUN","Hungary","2010","2010",7.9,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","HUN","Hungary","2011","2011",7.5,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","HUN","Hungary","2012","2012",7.1,"B","Break"
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","HUN","Hungary","2013","2013",6.9,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","HUN","Hungary","2014","2014",7.1,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","HUN","Hungary","2015","2015",6.7,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","HUN","Hungary","2016","2016",7.1,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","HUN","Hungary","2017","2017",6.8,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","HUN","Hungary","2018","2018",6.9,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","HUN","Hungary","2019","2019",6.6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","HUN","Hungary","2020","2020",6.7,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","HUN","Hungary","2021","2021",7.1,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","HUN","Hungary","2022","2022",6.8,"P","Provisional value"
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","ISL","Iceland","2010","2010",4.3,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","ISL","Iceland","2011","2011",3.4,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","ISL","Iceland","2012","2012",2.7,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","ISL","Iceland","2013","2013",3.2,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","ISL","Iceland","2014","2014",3.2,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","ISL","Iceland","2015","2015",2.6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","ISL","Iceland","2016","2016",3.7,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","ISL","Iceland","2017","2017",3.2,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","ISL","Iceland","2018","2018",3.2,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","ISL","Iceland","2019","2019",3,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","ISL","Iceland","2020","2020",3,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","ISL","Iceland","2021","2021",2.8,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","ISL","Iceland","2022","2022",2.4,"P","Provisional value"
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","IRL","Ireland","2010","2010",4.6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","IRL","Ireland","2011","2011",4.4,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","IRL","Ireland","2012","2012",4.4,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","IRL","Ireland","2013","2013",4.2,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","IRL","Ireland","2014","2014",4.2,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","IRL","Ireland","2015","2015",3.8,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","IRL","Ireland","2016","2016",3.8,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","IRL","Ireland","2017","2017",3.6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","IRL","Ireland","2018","2018",3.7,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","IRL","Ireland","2019","2019",3.9,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","IRL","Ireland","2020","2020",3.6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","IRL","Ireland","2021","2021",3.8,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","ITA","Italy","2010","2010",5.2,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","ITA","Italy","2011","2011",5.1,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","ITA","Italy","2012","2012",5,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","ITA","Italy","2013","2013",4.9,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","ITA","Italy","2014","2014",4.9,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","ITA","Italy","2015","2015",4.6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","ITA","Italy","2016","2016",4.6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","ITA","Italy","2017","2017",4.4,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","ITA","Italy","2018","2018",4.4,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","ITA","Italy","2019","2019",4.3,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","ITA","Italy","2020","2020",4.5,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","ITA","Italy","2021","2021",4.4,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","ITA","Italy","2022","2022",4.1,"P","Provisional value"
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","JPN","Japan","2010","2010",6.8,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","JPN","Japan","2011","2011",6.5,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","JPN","Japan","2012","2012",6.5,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","JPN","Japan","2013","2013",6.4,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","JPN","Japan","2014","2014",6.3,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","JPN","Japan","2015","2015",6.2,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","JPN","Japan","2016","2016",6.2,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","JPN","Japan","2017","2017",6.2,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","JPN","Japan","2018","2018",6.1,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","JPN","Japan","2019","2019",6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","JPN","Japan","2020","2020",6.2,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","JPN","Japan","2021","2021",6.1,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","KOR","Korea","2010","2010",6.8,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","KOR","Korea","2011","2011",6.7,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","KOR","Korea","2012","2012",6.6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","KOR","Korea","2013","2013",6.5,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","KOR","Korea","2014","2014",6.4,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","KOR","Korea","2015","2015",6.2,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","KOR","Korea","2016","2016",6.1,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","KOR","Korea","2017","2017",6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","KOR","Korea","2018","2018",6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","KOR","Korea","2019","2019",6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","KOR","Korea","2020","2020",6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","KOR","Korea","2021","2021",6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","LUX","Luxembourg","2010","2010",5.6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","LUX","Luxembourg","2011","2011",5.1,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","LUX","Luxembourg","2012","2012",4.7,"B","Break"
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","LUX","Luxembourg","2013","2013",4.1,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","LUX","Luxembourg","2014","2014",5.8,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","LUX","Luxembourg","2015","2015",4.7,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","LUX","Luxembourg","2016","2016",5.3,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","LUX","Luxembourg","2017","2017",4.5,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","LUX","Luxembourg","2018","2018",4.5,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","LUX","Luxembourg","2019","2019",5,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","LUX","Luxembourg","2020","2020",4.6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","LUX","Luxembourg","2021","2021",4.3,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","LUX","Luxembourg","2022","2022",4.4,"P","Provisional value"
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","MEX","Mexico","2010","2010",6.3,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","MEX","Mexico","2011","2011",6.2,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","MEX","Mexico","2012","2012",6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","MEX","Mexico","2013","2013",5.9,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","MEX","Mexico","2014","2014",5.8,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","MEX","Mexico","2015","2015",5.7,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","MEX","Mexico","2016","2016",5.7,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","MEX","Mexico","2017","2017",5.7,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","MEX","Mexico","2018","2018",5.7,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","MEX","Mexico","2019","2019",5.7,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","MEX","Mexico","2020","2020",5.7,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","MEX","Mexico","2021","2021",5.8,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NLD","Netherlands","2010","2010",4.1,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NLD","Netherlands","2011","2011",3.7,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NLD","Netherlands","2012","2012",3.7,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NLD","Netherlands","2013","2013",3.7,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NLD","Netherlands","2014","2014",3.5,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NLD","Netherlands","2015","2015",3.3,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NLD","Netherlands","2016","2016",3.2,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NLD","Netherlands","2017","2017",3.2,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NLD","Netherlands","2018","2018",3.1,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NLD","Netherlands","2019","2019",3.1,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NLD","Netherlands","2020","2020",3.4,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NLD","Netherlands","2021","2021",3.3,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NLD","Netherlands","2022","2022",2.9,"P","Provisional value"
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2010","2010",3.8,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2011","2011",3.8,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2012","2012",3.7,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2013","2013",3.7,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2014","2014",3.6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2015","2015",3.6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2016","2016",3.6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2017","2017",3.5,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2018","2018",3.5,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2019","2019",3.6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2020","2020",3.6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2021","2021",3.5,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NOR","Norway","2010","2010",4.3,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NOR","Norway","2011","2011",4.5,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NOR","Norway","2012","2012",4,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NOR","Norway","2013","2013",4,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NOR","Norway","2014","2014",4.1,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NOR","Norway","2015","2015",3.7,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NOR","Norway","2016","2016",3.5,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NOR","Norway","2017","2017",3.3,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NOR","Norway","2018","2018",3.4,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NOR","Norway","2019","2019",3.4,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NOR","Norway","2020","2020",3.3,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NOR","Norway","2021","2021",3,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NOR","Norway","2022","2022",3.2,"P","Provisional value"
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","POL","Poland","2010","2010",8.5,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","POL","Poland","2011","2011",8.6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","POL","Poland","2012","2012",8.5,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","POL","Poland","2013","2013",8.2,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","POL","Poland","2014","2014",8,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","POL","Poland","2015","2015",8.1,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","POL","Poland","2016","2016",8.1,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","POL","Poland","2017","2017",7.9,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","POL","Poland","2018","2018",8,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","POL","Poland","2019","2019",7.8,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","POL","Poland","2020","2020",8.2,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","POL","Poland","2021","2021",8,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","POL","Poland","2022","2022",7.8,"P","Provisional value"
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","PRT","Portugal","2010","2010",6.4,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","PRT","Portugal","2011","2011",6.5,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","PRT","Portugal","2012","2012",6.3,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","PRT","Portugal","2013","2013",6.4,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","PRT","Portugal","2014","2014",6.4,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","PRT","Portugal","2015","2015",6.2,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","PRT","Portugal","2016","2016",6.2,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","PRT","Portugal","2017","2017",6.2,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","PRT","Portugal","2018","2018",6.2,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","PRT","Portugal","2019","2019",6.1,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","PRT","Portugal","2020","2020",6.1,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","PRT","Portugal","2021","2021",5.9,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","PRT","Portugal","2022","2022",5.7,"P","Provisional value"
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","SVK","Slovak Republic","2010","2010",7.5,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","SVK","Slovak Republic","2011","2011",7.5,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","SVK","Slovak Republic","2012","2012",7.4,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","SVK","Slovak Republic","2013","2013",7.2,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","SVK","Slovak Republic","2014","2014",7.2,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","SVK","Slovak Republic","2015","2015",7.1,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","SVK","Slovak Republic","2016","2016",6.9,,
